Date,RollingSharpe_36M,RollingSharpe_1Y
2025-06-16,,0.42115542866429156
2025-06-17,,0.3840938139129786
2025-06-18,,0.36880163762461354
2025-06-23,,0.41912014687080235
2025-06-24,,0.47425479945841
2025-06-25,,0.49149173145913344
2025-06-26,,0.5270687497909514
2025-06-27,,0.5424982131146466
2025-06-30,,0.6758483427209138
2025-07-01,,0.66908374792754
2025-07-02,,0.702692753600448
2025-07-03,,0.7516653369041499
2025-07-08,,0.641683120933218
2025-07-09,,0.6661132364896387
2025-07-10,,0.6484393021550505
2025-07-11,,0.6420194485623925
2025-07-14,,0.5566457515635914
2025-07-15,,0.462474322821102
2025-07-16,,0.45435885001936455
2025-07-17,,0.4973830050758426
2025-07-18,,0.42769581040181615
2025-07-21,,0.4321502807843306
2025-07-22,,0.39504384216352584
2025-07-23,,0.4407912983727314
2025-07-24,,0.4590885828136943
2025-07-25,,0.44402262465820086
2025-07-28,,0.42034708162937656
2025-07-29,,0.4555324062659662
2025-07-30,,0.4158909263681059
2025-07-31,,0.46600284995738606
2025-08-01,,0.3344066350907949
2025-08-04,,0.3853598318744054
2025-08-05,,0.37662878292518437
2025-08-06,,0.37512471893002464
2025-08-07,,0.49902491372491237
2025-08-08,,0.5222047439766594
2025-08-11,,0.4823791472502567
2025-08-12,,0.5423099399000209
2025-08-13,,0.6648880692292573
2025-08-14,,0.7398703165430973
2025-08-15,,0.7216395293053858
2025-08-18,,0.6469445809427644
2025-08-19,,0.5654608509034401
2025-08-20,,0.6729273473286135
2025-08-21,,0.7679903188895578
2025-08-22,,0.753192068190527
2025-08-26,,0.7265558985823208
2025-08-27,,0.7863789801740914
2025-08-28,,0.7921506009551306
2025-08-29,,0.7694000133628001
2025-09-03,,0.93981251497606
2025-09-04,,1.1620417636164575
2025-09-05,,1.072113368502807
2025-09-08,,1.0651919284468667
2025-09-09,,1.0118266329907868
2025-09-10,,0.9706704167491984
2025-09-11,,0.972815547477829
2025-09-12,,0.9758245500252544
2025-09-15,,0.9741678886189121
2025-09-16,,0.8755598104384653
2025-09-17,,0.8879329659904904
2025-09-18,,0.9033003541910022
2025-09-19,,0.9570709873302014
2025-09-22,,1.00105602805754
2025-09-23,,1.057550100599124
2025-09-24,,1.0243148215024784
2025-09-25,,1.0206356183181764
2025-09-26,,1.0975783841255908
2025-09-29,,1.0765248304328643
2025-09-30,,1.101452485647917
2025-10-01,,1.1620198898755432
2025-10-02,,1.1886549978967507
2025-10-03,,1.3197742522627611
2025-10-06,,1.320529385770926
2025-10-07,,1.219276349804562
2025-10-08,,1.1826248843113847
2025-10-09,,1.0325651104966551
2025-10-10,,0.8717016160886685
2025-10-13,,0.9422007933051073
2025-10-14,,0.8853990460763653
2025-10-15,,0.9376627559746833
2025-10-16,,0.8010826129905527
2025-10-17,,0.8500334618178976
2025-10-20,,0.9569844149608571
2025-10-21,,0.9890991795557924
2025-10-22,,0.9366808430834096
2025-10-23,,1.0351158939980927
2025-10-27,,1.1547651235321241
2025-10-28,,1.1768968614381616
2025-10-29,,1.301429457397702
2025-10-30,,1.2379948076872458
2025-10-31,,1.1857111448624775
2025-11-03,,1.1739068830102322
2025-11-04,,1.2153771380768463
2025-11-05,,1.118813281729853
2025-11-06,,0.9884230567243448
2025-11-07,,0.9560914148010028
2025-11-10,,1.0535101659591901
2025-11-11,,1.048011588700714
2025-11-12,,1.068803784913801
2025-11-13,,1.0187973434853799
2025-11-14,,1.0230867383153028
2025-11-17,,0.9508731547101227
2025-11-18,,0.867313051692476
2025-11-19,,0.8284926842909428
2025-11-20,,0.8307313608674812
2025-11-21,,0.7232424633263501
2025-11-24,,0.7463359686802038
2025-11-25,,0.7740148025138001
2025-11-26,,0.8115000173647292
2025-12-01,,0.794960135857
2025-12-02,,1.0493072409727406
2025-12-03,,0.9461729351822964
2025-12-04,,0.9726596044268586
2025-12-05,,0.9481687357870751
2025-12-08,,0.912505296449332
2025-12-09,,0.8398751100203707
2025-12-10,,0.7962996547810732
2025-12-11,,0.8244322701228226
2025-12-12,,0.7368283449465165
2025-12-15,,0.6982450637616213
2025-12-16,,0.7070785703750496
2025-12-17,,0.834933358669001
2025-12-18,,0.8648939425717032
2025-12-19,,0.9040419650811624
2025-12-22,,0.8941150920670258
2025-12-23,,0.8644110213592868
2025-12-30,,0.847882571817326
2026-01-05,,0.8556008726210437
2026-01-06,,0.7882371008781323
2026-01-07,,0.910498127612751
2026-01-08,,0.8126951764879974
2026-01-09,,0.8294718930472397
2026-01-12,,0.7686184342100973
2026-01-13,,0.7222430871347624
2026-01-14,,0.6286839658478115
2026-01-15,,0.6541910220164557
2026-01-16,,0.675182664051501
2026-01-21,,0.60704127439256
2026-01-22,,0.6850879563718141
2026-01-23,,0.795896044897345
2026-01-26,,0.7679648860830321
2026-01-27,,0.8201960675820812
2026-01-28,,0.9426336560477868
2026-01-29,,0.66472303542778
2026-01-30,,0.6404210942453136
2026-02-02,,0.6187315852323921
2026-02-03,,0.5770785867162066
2026-02-04,,0.5227061714207824
2026-02-05,,0.34004964117582526
2026-02-06,,0.49242354732891525
